EstimatedTimeToMaster;TimeSpent;Source;StartLearningDate;InProgress;CompletionDate;AlreadyStudied;TasksRelatedToTopic;id;Title;Description
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;FALSE;0;28;aasvogels;29
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;FALSE;0;29;ab;30
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;FALSE;0;30;aba;31
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;TRUE;0;31;ababdeh;32
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;FALSE;0;32;ababua;33
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;FALSE;0;33;abac;34
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;FALSE;0;34;abaca;35
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;FALSE;0;35;abacay;36
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;FALSE;0;36;abacas;37
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;FALSE;0;37;abacate;38
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;FALSE;0;38;abacaxi;39
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;FALSE;0;39;abaci;40
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;FALSE;0;40;abacinate;41
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;TRUE;0;41;abacination;42
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;FALSE;0;42;abacisci;43
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;FALSE;0;43;abaciscus;44
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;FALSE;0;44;abacist;45
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;FALSE;0;45;aback;46
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;FALSE;0;46;abacli;47
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;FALSE;0;47;abacot;48
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;FALSE;0;48;abacterial;49
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;FALSE;0;49;abactinal;50
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;FALSE;0;50;abactinally;51
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;TRUE;0;51;abaction;52
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;FALSE;0;52;abactor;53
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;FALSE;0;53;abaculi;54
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;FALSE;0;54;abaculus;55
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;FALSE;0;55;abacus;56
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;FALSE;0;56;abacuses;57
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;FALSE;0;57;abada;58
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;FALSE;0;58;abaddon;59
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;FALSE;0;59;abadejo;60
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;FALSE;0;60;abadengo;61
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;TRUE;0;61;abadia;62
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;FALSE;0;62;abadite;63
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;FALSE;0;63;abaff;64
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;FALSE;0;64;abaft;65
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;FALSE;0;65;abay;66
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;FALSE;0;66;abayah;67
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;FALSE;0;67;abaisance;68
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;FALSE;0;68;abaised;69
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;FALSE;0;69;abaiser;70
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;FALSE;0;70;abaisse;71
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;TRUE;0;71;abaissed;72
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;FALSE;0;72;abaka;73
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;FALSE;0;73;abakas;74
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;FALSE;0;74;abalation;75
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;FALSE;0;75;abalienate;76
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;FALSE;0;76;abalienated;77
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;FALSE;0;77;abalienating;78
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;FALSE;0;78;abalienation;79
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;FALSE;0;79;abalone;80
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;FALSE;0;80;abalones;81
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;TRUE;0;81;abama;82
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;FALSE;0;82;abamp;83
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;FALSE;0;83;abampere;84
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;FALSE;0;84;abamperes;85
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;FALSE;0;85;abamps;86
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;FALSE;0;86;aband;87
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;FALSE;0;87;abandon;88
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;FALSE;0;88;abandonable;89
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;FALSE;0;89;abandoned;90
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;FALSE;0;90;abandonedly;91
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;TRUE;0;91;abandonee;92
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;FALSE;0;92;abandoner;93
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;FALSE;0;93;abandoners;94
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;FALSE;0;94;abandoning;95
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;FALSE;0;95;abandonment;96
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;FALSE;0;96;abandonments;97
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;FALSE;0;97;abandons;98
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;FALSE;0;98;abandum;99
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;FALSE;0;99;abanet;100
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;FALSE;0;100;abanga;101
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;TRUE;0;101;abanic;102
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;FALSE;0;102;abannition;103
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;FALSE;0;103;abantes;104
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;FALSE;0;104;abapical;105
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;FALSE;0;105;abaptiston;106
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;FALSE;0;106;abaptistum;107
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;FALSE;0;107;abarambo;108
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;FALSE;0;108;abaris;109
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;FALSE;0;109;abarthrosis;110
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;FALSE;0;110;abarticular;111
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;TRUE;0;111;abarticulation;112
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;FALSE;0;112;abas;113
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;FALSE;0;113;abase;114
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;FALSE;0;114;abased;115
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;FALSE;0;115;abasedly;116
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;FALSE;0;116;abasedness;117
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;FALSE;0;117;abasement;118
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;FALSE;0;118;abasements;119
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;FALSE;0;119;abaser;120
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;FALSE;0;120;abasers;121
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;TRUE;0;121;abases;122
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;FALSE;0;122;abasgi;123
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;FALSE;0;123;abash;124
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;FALSE;0;124;abashed;125
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;FALSE;0;125;abashedly;126
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;FALSE;0;126;abashedness;127
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;FALSE;0;127;abashes;128
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;FALSE;0;128;abashing;129
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;FALSE;0;129;abashless;130
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;FALSE;0;130;abashlessly;131
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;TRUE;0;131;abashment;132
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;FALSE;0;132;abashments;133
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;FALSE;0;133;abasia;134
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;FALSE;0;134;abasias;135
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;FALSE;0;135;abasic;136
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;FALSE;0;136;abasing;137
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;FALSE;0;137;abasio;138
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;FALSE;0;138;abask;139
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;FALSE;0;139;abassi;140
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;FALSE;0;140;abassin;141
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;TRUE;0;141;abastard;142
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;FALSE;0;142;abastardize;143
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;FALSE;0;143;abastral;144
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;FALSE;0;144;abatable;145
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;FALSE;0;145;abatage;146
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;FALSE;0;146;abate;147
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;FALSE;0;147;abated;148
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;FALSE;0;148;abatement;149
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;FALSE;0;149;abatements;150
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;FALSE;0;150;abater;151
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;TRUE;0;151;abaters;152
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;FALSE;0;152;abates;153
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;FALSE;0;153;abatic;154
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;FALSE;0;154;abating;155
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;FALSE;0;155;abatis;156
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;FALSE;0;156;abatised;157
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;FALSE;0;157;abatises;158
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;FALSE;0;158;abatjour;159
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;FALSE;0;159;abatjours;160
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;FALSE;0;160;abaton;161
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;TRUE;0;161;abator;162
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;FALSE;0;162;abators;163
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;FALSE;0;163;abattage;164
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;FALSE;0;164;abattis;165
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;FALSE;0;165;abattised;166
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;FALSE;0;166;abattises;167
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;FALSE;0;167;abattoir;168
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;FALSE;0;168;abattoirs;169
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;FALSE;0;169;abattu;170
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;FALSE;0;170;abattue;171
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;TRUE;0;171;abatua;172
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;FALSE;0;172;abature;173
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;FALSE;0;173;abaue;174
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;FALSE;0;174;abave;175
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;FALSE;0;175;abaxial;176
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;FALSE;0;176;abaxile;177
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;FALSE;0;177;abaze;178
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;FALSE;0;178;abb;179
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;FALSE;0;179;abba;180
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;FALSE;0;180;abbacy;181
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;TRUE;0;181;abbacies;182
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;FALSE;0;182;abbacomes;183
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;FALSE;0;183;abbadide;184
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;FALSE;0;184;abbaye;185
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;FALSE;0;185;abbandono;186
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;FALSE;0;186;abbas;187
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;FALSE;0;187;abbasi;188
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;FALSE;0;188;abbasid;189
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;FALSE;0;189;abbassi;190
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;FALSE;0;190;abbasside;191
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;TRUE;0;191;abbate;192
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;FALSE;0;192;abbatial;193
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;FALSE;0;193;abbatical;194
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;FALSE;0;194;abbatie;195
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;FALSE;0;195;abbe;196
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;FALSE;0;196;abbey;197
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;FALSE;0;197;abbeys;198
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;FALSE;0;198;abbeystead;199
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;FALSE;0;199;abbeystede;200
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;FALSE;0;200;abbes;201
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;TRUE;0;201;abbess;202
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;FALSE;0;202;abbesses;203
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;FALSE;0;203;abbest;204
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;FALSE;0;204;abbevillian;205
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;FALSE;0;205;abby;206
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;FALSE;0;206;abbie;207
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;FALSE;0;207;abboccato;208
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;FALSE;0;208;abbogada;209
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;FALSE;0;209;abbot;210
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;FALSE;0;210;abbotcy;211
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;TRUE;0;211;abbotcies;212
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;FALSE;0;212;abbotnullius;213
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;FALSE;0;213;abbotric;214
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;FALSE;0;214;abbots;215
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;FALSE;0;215;abbotship;216
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;FALSE;0;216;abbotships;217
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;FALSE;0;217;abbott;218
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;FALSE;0;218;abbozzo;219
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;FALSE;0;219;abbr;220
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;FALSE;0;220;abbrev;221
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;TRUE;0;221;abbreviatable;222
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;FALSE;0;222;abbreviate;223
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;FALSE;0;223;abbreviated;224
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;FALSE;0;224;abbreviately;225
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;FALSE;0;225;abbreviates;226
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;FALSE;0;226;abbreviating;227
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;FALSE;0;227;abbreviation;228
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;FALSE;0;228;abbreviations;229
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;FALSE;0;229;abbreviator;230
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;FALSE;0;230;abbreviatory;231
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;TRUE;0;231;abbreviators;232
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;FALSE;0;232;abbreviature;233
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;FALSE;0;233;abbroachment;234
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;FALSE;0;234;abc;235
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;FALSE;0;235;abcess;236
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;FALSE;0;236;abcissa;237
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;FALSE;0;237;abcoulomb;238
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;FALSE;0;238;abd;239
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;FALSE;0;239;abdal;240
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;FALSE;0;240;abdali;241
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;TRUE;0;241;abdaria;242
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;FALSE;0;242;abdat;243
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;FALSE;0;243;abderian;244
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;FALSE;0;244;abderite;245
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;FALSE;0;245;abdest;246
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;FALSE;0;246;abdicable;247
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;FALSE;0;247;abdicant;248
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;FALSE;0;248;abdicate;249
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;FALSE;0;249;abdicated;250
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;FALSE;0;250;abdicates;251
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;TRUE;0;251;abdicating;252
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;FALSE;0;252;abdication;253
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;FALSE;0;253;abdications;254
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;FALSE;0;254;abdicative;255
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;FALSE;0;255;abdicator;256
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;FALSE;0;256;abdiel;257
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;FALSE;0;257;abditive;258
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;FALSE;0;258;abditory;259
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;FALSE;0;259;abdom;260
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;FALSE;0;260;abdomen;261
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;TRUE;0;261;abdomens;262
10;0;web;01/01/0001 0.00.00;FALSE;01/01/0001 0.00.00;FALSE;0;262;abdomina;263
